[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #740] Attacker: [DIR: 0; POS: 12,53]; Defender #0: [DIR: 3; POS: 25,56]; Defender #1: [DIR: 0; POS: 72,41]; Defender #2: [DIR: 3; POS: 53,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #741] Attacker: [DIR: 0; POS: 12,52]; Defender #0: [DIR: 2; POS: 24,56]; Defender #1: [DIR: 0; POS: 72,40]; Defender #2: [DIR: 3; POS: 52,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #742] Attacker: [DIR: 0; POS: 12,51]; Defender #0: [DIR: 2; POS: 24,57]; Defender #1: [DIR: 0; POS: 72,39]; Defender #2: [DIR: 3; POS: 51,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #743] Attacker: [DIR: 0; POS: 12,50]; Defender #0: [DIR: 2; POS: 24,58]; Defender #1: [DIR: 0; POS: 72,38]; Defender #2: [DIR: 3; POS: 50,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #744] Attacker: [DIR: 0; POS: 12,49]; Defender #0: [DIR: 2; POS: 24,59]; Defender #1: [DIR: 0; POS: 72,37]; Defender #2: [DIR: 3; POS: 49,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #745] Attacker: [DIR: 0; POS: 12,48]; Defender #0: [DIR: 2; POS: 24,60]; Defender #1: [DIR: 0; POS: 72,36]; Defender #2: [DIR: 3; POS: 48,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #746] Attacker: [DIR: 0; POS: 12,47]; Defender #0: [DIR: 2; POS: 24,61]; Defender #1: [DIR: 0; POS: 72,35]; Defender #2: [DIR: 3; POS: 47,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #747] Attacker: [DIR: 0; POS: 12,46]; Defender #0: [DIR: 2; POS: 24,62]; Defender #1: [DIR: 0; POS: 72,34]; Defender #2: [DIR: 3; POS: 46,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #748] Attacker: [DIR: 0; POS: 12,45]; Defender #0: [DIR: 2; POS: 24,63]; Defender #1: [DIR: 0; POS: 72,33]; Defender #2: [DIR: 3; POS: 45,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #749] Attacker: [DIR: 0; POS: 12,44]; Defender #0: [DIR: 2; POS: 24,64]; Defender #1: [DIR: 1; POS: 72,32]; Defender #2: [DIR: 3; POS: 44,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #750] Attacker: [DIR: 0; POS: 12,43]; Defender #0: [DIR: 2; POS: 24,65]; Defender #1: [DIR: 1; POS: 73,32]; Defender #2: [DIR: 3; POS: 43,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #751] Attacker: [DIR: 0; POS: 12,42]; Defender #0: [DIR: 2; POS: 24,66]; Defender #1: [DIR: 1; POS: 74,32]; Defender #2: [DIR: 3; POS: 42,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #752] Attacker: [DIR: 0; POS: 12,41]; Defender #0: [DIR: 2; POS: 24,67]; Defender #1: [DIR: 1; POS: 75,32]; Defender #2: [DIR: 3; POS: 41,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #753] Attacker: [DIR: 0; POS: 12,40]; Defender #0: [DIR: 3; POS: 24,68]; Defender #1: [DIR: 1; POS: 76,32]; Defender #2: [DIR: 3; POS: 40,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #754] Attacker: [DIR: 0; POS: 12,39]; Defender #0: [DIR: 3; POS: 23,68]; Defender #1: [DIR: 1; POS: 77,32]; Defender #2: [DIR: 3; POS: 39,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #755] Attacker: [DIR: 0; POS: 12,38]; Defender #0: [DIR: 3; POS: 22,68]; Defender #1: [DIR: 1; POS: 78,32]; Defender #2: [DIR: 3; POS: 38,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #756] Attacker: [DIR: 0; POS: 12,37]; Defender #0: [DIR: 3; POS: 21,68]; Defender #1: [DIR: 1; POS: 79,32]; Defender #2: [DIR: 3; POS: 37,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #757] Attacker: [DIR: 0; POS: 12,36]; Defender #0: [DIR: 3; POS: 20,68]; Defender #1: [DIR: 1; POS: 80,32]; Defender #2: [DIR: 2; POS: 36,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #758] Attacker: [DIR: 0; POS: 12,35]; Defender #0: [DIR: 3; POS: 19,68]; Defender #1: [DIR: 1; POS: 81,32]; Defender #2: [DIR: 2; POS: 36,45]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #759] Attacker: [DIR: 0; POS: 12,34]; Defender #0: [DIR: 3; POS: 18,68]; Defender #1: [DIR: 1; POS: 82,32]; Defender #2: [DIR: 2; POS: 36,46]; Defender #3: [DIR: 1; POS: 54,44]; 
[Tick #760] Attacker: [DIR: 0; POS: 12,33]; Defender #0: [DIR: 3; POS: 17,68]; Defender #1: [DIR: 1; POS: 83,32]; Defender #2: [DIR: 2; POS: 36,47]; Defender #3: [DIR: 1; POS: 55,44]; 
[Tick #761] Attacker: [DIR: 0; POS: 12,32]; Defender #0: [DIR: 3; POS: 16,68]; Defender #1: [DIR: 0; POS: 84,32]; Defender #2: [DIR: 2; POS: 36,48]; Defender #3: [DIR: 1; POS: 56,44]; 
[Tick #762] Attacker: [DIR: 0; POS: 12,31]; Defender #0: [DIR: 3; POS: 15,68]; Defender #1: [DIR: 0; POS: 84,31]; Defender #2: [DIR: 2; POS: 36,49]; Defender #3: [DIR: 1; POS: 57,44]; 
[Tick #763] Attacker: [DIR: 0; POS: 12,30]; Defender #0: [DIR: 3; POS: 14,68]; Defender #1: [DIR: 0; POS: 84,30]; Defender #2: [DIR: 2; POS: 36,50]; Defender #3: [DIR: 1; POS: 58,44]; 
[Tick #764] Attacker: [DIR: 0; POS: 12,29]; Defender #0: [DIR: 3; POS: 13,68]; Defender #1: [DIR: 0; POS: 84,29]; Defender #2: [DIR: 2; POS: 36,51]; Defender #3: [DIR: 1; POS: 59,44]; 
[Tick #765] Attacker: [DIR: 0; POS: 12,28]; Defender #0: [DIR: 0; POS: 12,68]; Defender #1: [DIR: 0; POS: 84,28]; Defender #2: [DIR: 2; POS: 36,52]; Defender #3: [DIR: 1; POS: 60,44]; 
[Tick #766] Attacker: [DIR: 0; POS: 12,27]; Defender #0: [DIR: 0; POS: 12,67]; Defender #1: [DIR: 0; POS: 84,27]; Defender #2: [DIR: 2; POS: 36,53]; Defender #3: [DIR: 1; POS: 61,44]; 
[Tick #767] Attacker: [DIR: 0; POS: 12,26]; Defender #0: [DIR: 0; POS: 12,66]; Defender #1: [DIR: 0; POS: 84,26]; Defender #2: [DIR: 2; POS: 36,54]; Defender #3: [DIR: 1; POS: 62,44]; 
[Tick #768] Attacker: [DIR: 0; POS: 12,25]; Defender #0: [DIR: 0; POS: 12,65]; Defender #1: [DIR: 0; POS: 84,25]; Defender #2: [DIR: 2; POS: 36,55]; Defender #3: [DIR: 1; POS: 63,44]; 
[Tick #769] Attacker: [DIR: 0; POS: 12,24]; Defender #0: [DIR: 0; POS: 12,64]; Defender #1: [DIR: 0; POS: 84,24]; Defender #2: [DIR: 2; POS: 36,56]; Defender #3: [DIR: 1; POS: 64,44]; 
[Tick #770] Attacker: [DIR: 0; POS: 12,23]; Defender #0: [DIR: 0; POS: 12,63]; Defender #1: [DIR: 0; POS: 84,23]; Defender #2: [DIR: 2; POS: 36,57]; Defender #3: [DIR: 1; POS: 65,44]; 
[Tick #771] Attacker: [DIR: 0; POS: 12,22]; Defender #0: [DIR: 0; POS: 12,62]; Defender #1: [DIR: 0; POS: 84,22]; Defender #2: [DIR: 2; POS: 36,58]; Defender #3: [DIR: 1; POS: 66,44]; 
[Tick #772] Attacker: [DIR: 0; POS: 12,21]; Defender #0: [DIR: 0; POS: 12,61]; Defender #1: [DIR: 0; POS: 84,21]; Defender #2: [DIR: 2; POS: 36,59]; Defender #3: [DIR: 1; POS: 67,44]; 
[Tick #773] Attacker: [DIR: 0; POS: 12,20]; Defender #0: [DIR: 0; POS: 12,60]; Defender #1: [DIR: 0; POS: 84,20]; Defender #2: [DIR: 2; POS: 36,60]; Defender #3: [DIR: 1; POS: 68,44]; 
[Tick #774] Attacker: [DIR: 0; POS: 12,19]; Defender #0: [DIR: 0; POS: 12,59]; Defender #1: [DIR: 0; POS: 84,19]; Defender #2: [DIR: 2; POS: 36,61]; Defender #3: [DIR: 1; POS: 69,44]; 
[Tick #775] Attacker: [DIR: 0; POS: 12,18]; Defender #0: [DIR: 0; POS: 12,58]; Defender #1: [DIR: 0; POS: 84,18]; Defender #2: [DIR: 2; POS: 36,62]; Defender #3: [DIR: 1; POS: 70,44]; 
[Tick #776] Attacker: [DIR: 0; POS: 12,17]; Defender #0: [DIR: 0; POS: 12,57]; Defender #1: [DIR: 0; POS: 84,17]; Defender #2: [DIR: 2; POS: 36,63]; Defender #3: [DIR: 1; POS: 71,44]; 
[Tick #777] Attacker: [DIR: 3; POS: 12,16]; Defender #0: [DIR: 0; POS: 12,56]; Defender #1: [DIR: 1; POS: 84,16]; Defender #2: [DIR: 2; POS: 36,64]; Defender #3: [DIR: 1; POS: 72,44]; 
[Tick #778] Attacker: [DIR: 3; POS: 11,16]; Defender #0: [DIR: 0; POS: 12,55]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 2; POS: 36,65]; Defender #3: [DIR: 1; POS: 73,44]; 
[Tick #779] Attacker: [DIR: 3; POS: 10,16]; Defender #0: [DIR: 0; POS: 12,54]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 2; POS: 36,66]; Defender #3: [DIR: 1; POS: 74,44]; 
[Tick #780] Attacker: [DIR: 3; POS: 9,16]; Defender #0: [DIR: 0; POS: 12,53]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 2; POS: 36,67]; Defender #3: [DIR: 1; POS: 75,44]; 
[Tick #781] Attacker: [DIR: 3; POS: 8,16]; Defender #0: [DIR: 0; POS: 12,52]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 1; POS: 36,68]; Defender #3: [DIR: 1; POS: 76,44]; 
[Tick #782] Attacker: [DIR: 3; POS: 7,16]; Defender #0: [DIR: 0; POS: 12,51]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 1; POS: 37,68]; Defender #3: [DIR: 1; POS: 77,44]; 
[Tick #783] Attacker: [DIR: 3; POS: 6,16]; Defender #0: [DIR: 0; POS: 12,50]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 1; POS: 38,68]; Defender #3: [DIR: 1; POS: 78,44]; 
[Tick #784] Attacker: [DIR: 3; POS: 5,16]; Defender #0: [DIR: 0; POS: 12,49]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 1; POS: 39,68]; Defender #3: [DIR: 1; POS: 79,44]; 
[Tick #785] Attacker: [DIR: 0; POS: 4,16]; Defender #0: [DIR: 0; POS: 12,48]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 1; POS: 40,68]; Defender #3: [DIR: 1; POS: 80,44]; 
[Tick #786] Attacker: [DIR: 0; POS: 4,15]; Defender #0: [DIR: 0; POS: 12,47]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 1; POS: 41,68]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #787] Attacker: [DIR: 0; POS: 4,14]; Defender #0: [DIR: 0; POS: 12,46]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 1; POS: 42,68]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #788] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 12,45]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 1; POS: 43,68]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #789] Attacker: [DIR: 0; POS: 4,12]; Defender #0: [DIR: 0; POS: 12,44]; Defender #1: [DIR: 2; POS: 96,16]; Defender #2: [DIR: 1; POS: 44,68]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #790] Attacker: [DIR: 0; POS: 4,11]; Defender #0: [DIR: 0; POS: 12,43]; Defender #1: [DIR: 2; POS: 96,17]; Defender #2: [DIR: 1; POS: 45,68]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #791] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 0; POS: 12,42]; Defender #1: [DIR: 2; POS: 96,18]; Defender #2: [DIR: 1; POS: 46,68]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #792] Attacker: [DIR: 0; POS: 4,9]; Defender #0: [DIR: 0; POS: 12,41]; Defender #1: [DIR: 2; POS: 96,19]; Defender #2: [DIR: 1; POS: 47,68]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #793] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 12,42]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 3; POS: 46,68]; Defender #3: [DIR: 3; POS: 86,44]; 
[Tick #794] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 12,43]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 3; POS: 45,68]; Defender #3: [DIR: 3; POS: 85,44]; 
[Tick #795] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 12,43]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 3; POS: 45,68]; Defender #3: [DIR: 3; POS: 85,44]; 
[Tick #796] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 12,44]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 3; POS: 44,68]; Defender #3: [DIR: 3; POS: 84,44]; 
[Tick #797] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 12,44]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 3; POS: 44,68]; Defender #3: [DIR: 3; POS: 84,44]; 
[Tick #798] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 13,44]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 3; POS: 43,68]; Defender #3: [DIR: 3; POS: 83,44]; 
[Tick #799] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 13,44]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 3; POS: 43,68]; Defender #3: [DIR: 3; POS: 83,44]; 
[Tick #800] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 14,44]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 3; POS: 42,68]; Defender #3: [DIR: 3; POS: 82,44]; 
[Tick #801] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 14,44]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 3; POS: 42,68]; Defender #3: [DIR: 3; POS: 82,44]; 
[Tick #802] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 15,44]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 3; POS: 41,68]; Defender #3: [DIR: 3; POS: 81,44]; 
[Tick #803] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 15,44]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 3; POS: 41,68]; Defender #3: [DIR: 3; POS: 81,44]; 
[Tick #804] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 16,44]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 3; POS: 40,68]; Defender #3: [DIR: 3; POS: 80,44]; 
[Tick #805] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 16,44]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 3; POS: 40,68]; Defender #3: [DIR: 3; POS: 80,44]; 
[Tick #806] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 17,44]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 3; POS: 39,68]; Defender #3: [DIR: 3; POS: 79,44]; 
[Tick #807] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 17,44]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 3; POS: 39,68]; Defender #3: [DIR: 3; POS: 79,44]; 
[Tick #808] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 18,44]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 3; POS: 38,68]; Defender #3: [DIR: 3; POS: 78,44]; 
[Tick #809] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 18,44]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 3; POS: 38,68]; Defender #3: [DIR: 3; POS: 78,44]; 
[Tick #810] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 19,44]; Defender #1: [DIR: 1; POS: 103,16]; Defender #2: [DIR: 3; POS: 37,68]; Defender #3: [DIR: 3; POS: 77,44]; 
[Tick #811] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 19,44]; Defender #1: [DIR: 1; POS: 103,16]; Defender #2: [DIR: 3; POS: 37,68]; Defender #3: [DIR: 3; POS: 77,44]; 
[Tick #812] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 20,44]; Defender #1: [DIR: 0; POS: 104,16]; Defender #2: [DIR: 0; POS: 36,68]; Defender #3: [DIR: 3; POS: 76,44]; 
[Tick #813] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 20,44]; Defender #1: [DIR: 0; POS: 104,16]; Defender #2: [DIR: 0; POS: 36,68]; Defender #3: [DIR: 3; POS: 76,44]; 
[Tick #814] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 21,44]; Defender #1: [DIR: 0; POS: 104,15]; Defender #2: [DIR: 0; POS: 36,67]; Defender #3: [DIR: 3; POS: 75,44]; 
[Tick #815] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 21,44]; Defender #1: [DIR: 0; POS: 104,15]; Defender #2: [DIR: 0; POS: 36,67]; Defender #3: [DIR: 3; POS: 75,44]; 
[Tick #816] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 22,44]; Defender #1: [DIR: 0; POS: 104,14]; Defender #2: [DIR: 0; POS: 36,66]; Defender #3: [DIR: 3; POS: 74,44]; 
[Tick #817] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 22,44]; Defender #1: [DIR: 0; POS: 104,14]; Defender #2: [DIR: 0; POS: 36,66]; Defender #3: [DIR: 3; POS: 74,44]; 
[Tick #818] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 23,44]; Defender #1: [DIR: 0; POS: 104,13]; Defender #2: [DIR: 0; POS: 36,65]; Defender #3: [DIR: 3; POS: 73,44]; 
[Tick #819] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 23,44]; Defender #1: [DIR: 0; POS: 104,13]; Defender #2: [DIR: 0; POS: 36,65]; Defender #3: [DIR: 3; POS: 73,44]; 
[Tick #820] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 24,44]; Defender #1: [DIR: 0; POS: 104,12]; Defender #2: [DIR: 0; POS: 36,64]; Defender #3: [DIR: 2; POS: 72,44]; 
[Tick #821] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 24,44]; Defender #1: [DIR: 0; POS: 104,12]; Defender #2: [DIR: 0; POS: 36,64]; Defender #3: [DIR: 2; POS: 72,44]; 
[Tick #822] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 25,44]; Defender #1: [DIR: 0; POS: 104,11]; Defender #2: [DIR: 0; POS: 36,63]; Defender #3: [DIR: 2; POS: 72,45]; 
[Tick #823] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 25,44]; Defender #1: [DIR: 0; POS: 104,11]; Defender #2: [DIR: 0; POS: 36,63]; Defender #3: [DIR: 2; POS: 72,45]; 
[Tick #824] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 26,44]; Defender #1: [DIR: 0; POS: 104,10]; Defender #2: [DIR: 0; POS: 36,62]; Defender #3: [DIR: 2; POS: 72,46]; 
[Tick #825] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 26,44]; Defender #1: [DIR: 0; POS: 104,10]; Defender #2: [DIR: 0; POS: 36,62]; Defender #3: [DIR: 2; POS: 72,46]; 
[Tick #826] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 27,44]; Defender #1: [DIR: 0; POS: 104,9]; Defender #2: [DIR: 0; POS: 36,61]; Defender #3: [DIR: 2; POS: 72,47]; 
[Tick #827] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 27,44]; Defender #1: [DIR: 0; POS: 104,9]; Defender #2: [DIR: 0; POS: 36,61]; Defender #3: [DIR: 2; POS: 72,47]; 
[Tick #828] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 28,44]; Defender #1: [DIR: 0; POS: 104,8]; Defender #2: [DIR: 0; POS: 36,60]; Defender #3: [DIR: 2; POS: 72,48]; 
[Tick #829] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 28,44]; Defender #1: [DIR: 0; POS: 104,8]; Defender #2: [DIR: 0; POS: 36,60]; Defender #3: [DIR: 2; POS: 72,48]; 
[Tick #830] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 29,44]; Defender #1: [DIR: 0; POS: 104,7]; Defender #2: [DIR: 0; POS: 36,59]; Defender #3: [DIR: 2; POS: 72,49]; 
[Tick #831] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 29,44]; Defender #1: [DIR: 0; POS: 104,7]; Defender #2: [DIR: 0; POS: 36,59]; Defender #3: [DIR: 2; POS: 72,49]; 
[Tick #832] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 30,44]; Defender #1: [DIR: 0; POS: 104,6]; Defender #2: [DIR: 0; POS: 36,58]; Defender #3: [DIR: 2; POS: 72,50]; 
[Tick #833] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 30,44]; Defender #1: [DIR: 0; POS: 104,6]; Defender #2: [DIR: 0; POS: 36,58]; Defender #3: [DIR: 2; POS: 72,50]; 
[Tick #834] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 31,44]; Defender #1: [DIR: 0; POS: 104,5]; Defender #2: [DIR: 0; POS: 36,57]; Defender #3: [DIR: 2; POS: 72,51]; 
[Tick #835] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 31,44]; Defender #1: [DIR: 0; POS: 104,5]; Defender #2: [DIR: 0; POS: 36,57]; Defender #3: [DIR: 2; POS: 72,51]; 
[Tick #836] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 32,44]; Defender #1: [DIR: 3; POS: 104,4]; Defender #2: [DIR: 3; POS: 36,56]; Defender #3: [DIR: 2; POS: 72,52]; 
[Tick #837] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 32,44]; Defender #1: [DIR: 3; POS: 104,4]; Defender #2: [DIR: 3; POS: 36,56]; Defender #3: [DIR: 2; POS: 72,52]; 
[Tick #838] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 33,44]; Defender #1: [DIR: 3; POS: 103,4]; Defender #2: [DIR: 3; POS: 35,56]; Defender #3: [DIR: 2; POS: 72,53]; 
[Tick #839] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 33,44]; Defender #1: [DIR: 3; POS: 103,4]; Defender #2: [DIR: 3; POS: 35,56]; Defender #3: [DIR: 2; POS: 72,53]; 
[Tick #840] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 34,44]; Defender #1: [DIR: 3; POS: 102,4]; Defender #2: [DIR: 3; POS: 34,56]; Defender #3: [DIR: 2; POS: 72,54]; 
[Tick #841] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 34,44]; Defender #1: [DIR: 3; POS: 102,4]; Defender #2: [DIR: 3; POS: 34,56]; Defender #3: [DIR: 2; POS: 72,54]; 
[Tick #842] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 35,44]; Defender #1: [DIR: 3; POS: 101,4]; Defender #2: [DIR: 3; POS: 33,56]; Defender #3: [DIR: 2; POS: 72,55]; 
[Tick #843] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 35,44]; Defender #1: [DIR: 3; POS: 101,4]; Defender #2: [DIR: 3; POS: 33,56]; Defender #3: [DIR: 2; POS: 72,55]; 
[Tick #844] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 36,44]; Defender #1: [DIR: 3; POS: 100,4]; Defender #2: [DIR: 3; POS: 32,56]; Defender #3: [DIR: 1; POS: 72,56]; 
[Tick #845] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 36,44]; Defender #1: [DIR: 3; POS: 100,4]; Defender #2: [DIR: 3; POS: 32,56]; Defender #3: [DIR: 1; POS: 72,56]; 
[Tick #846] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 36,43]; Defender #1: [DIR: 3; POS: 99,4]; Defender #2: [DIR: 3; POS: 31,56]; Defender #3: [DIR: 1; POS: 73,56]; 
[Tick #847] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 36,43]; Defender #1: [DIR: 3; POS: 99,4]; Defender #2: [DIR: 3; POS: 31,56]; Defender #3: [DIR: 1; POS: 73,56]; 
[Tick #848] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 36,42]; Defender #1: [DIR: 3; POS: 98,4]; Defender #2: [DIR: 3; POS: 30,56]; Defender #3: [DIR: 1; POS: 74,56]; 
[Tick #849] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 36,42]; Defender #1: [DIR: 3; POS: 98,4]; Defender #2: [DIR: 3; POS: 30,56]; Defender #3: [DIR: 1; POS: 74,56]; 
[Tick #850] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 36,41]; Defender #1: [DIR: 3; POS: 97,4]; Defender #2: [DIR: 3; POS: 29,56]; Defender #3: [DIR: 1; POS: 75,56]; 
[Tick #851] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 36,41]; Defender #1: [DIR: 3; POS: 97,4]; Defender #2: [DIR: 3; POS: 29,56]; Defender #3: [DIR: 1; POS: 75,56]; 
